business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
Xspg78dOvuedvuPEUwZBjw,The Beat Coffeehouse & Records,64,7:0-22:0,-115.1395836,36.1691083
aNe8ofTYrealxqv7VtFTuw,Sierra Gold,51,0:0-23:0,-115.2249525,36.0703249
MgYq2omgweKHyTBBqzQplQ,Rocks Lounge,25,0:0-23:0,-115.33360295,36.1561278457
71bwX-tbmq4su8H7Q9oLOQ,PT's,36,0:0-23:0,-115.314419,36.121194
N09lJ6TpMEHhuHUoSmP3sg,Tag Bar,40,0:0-23:0,-115.172318369,36.1176304946
Ki-1R4iNjglfsuTFQmIOFA,Bubby's University,29,0:0-23:0,-115.314308167,36.1064224243
8kW60GovVJJWdyA0AyS0OQ,Huntridge Tavern,44,0:0-23:0,-115.13778957,36.1582092144
J73YHN9LgV7FNYRn7n2NjQ,Putter's Bar & Grill,7,0:0-23:0,-115.1198639,36.0979449
Adfso3cOhkAfv8YXC__aqg,Madison Avenue Bar & Grille,22,0:0-23:0,-115.144848,36.1216467
6-gRHn1n11ATqWBrFTLnNA,Great American  Pub,28,0:0-23:0,-115.118836462,36.0203342636
wAQr_GVUNFSvqFfr3cC9kA,Timbers - Azure,38,0:0-23:0,-115.2525559,36.2744842
dVbZ0xbkwl8BWiqaDS0t-w,Putter's Bar & Grill,35,0:0-23:0,-115.2783945,36.0580646
Dn_x7Fiy4OEmCKHpeAV1Rg,Stonehouse Bar & Grill,23,0:0-23:0,-115.08986,36.2399879
WzkbnhI-fxdH_tMzT3evtA,Mr D's Sportsbar & Grill,42,0:0-23:0,-115.2427054,36.1513108
U_tbcAmi6kgUP262WqsoVA,The Lion's Tail Tavern,34,0:0-23:0,-115.300858709,36.1467032996
JDZ6_yycNQFTpUZzLIKHUg,El Dorado Cantina,97,0:0-23:0,-115.1714295,36.1350121
vugrV0cSoUGfS1Ef_mF7nQ,Outpost Saloon,25,0:0-23:0,-115.2420055,36.1999286
udGrKu1eJ_Qdd6O1PeUrmg,PT's,15,0:0-23:0,-115.2439415,36.2156072
WS9BUR9E1I6JIIP_OTDkLg,Upper Deck Grill and Sports Lounge,30,8:30-21:0,-115.1709812,36.0669519
9SU7ZZhaFUJJ6m2k5HKHeg,SLS Las Vegas Hotel & Casino,61,0:0-23:0,-115.156288147,36.14234553
Y9kXVlU4xPfSZvkZH6C_2Q,Naked City Tavern,44,0:0-23:0,-115.1012465,36.0754996
p45zoSxaX9FC6JBoyw6DKg,Steiner's Nevada Style Pub,45,0:0-23:0,-115.2588414,36.1906225
nUR_AQd_6Dhpx3sb2T6meg,Aces Bar & Grill,46,0:0-23:0,-115.287878583,36.0556746017
CYuKQ5PpwjDvVs3zru7fJg,24/7 Limousines,42,0:0-23:0,-115.190715,36.081098
HfxMovSXJZVqL514iUD02g,O'Aces Bar & Grill,43,0:0-23:0,-115.20846,36.0989014
