business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
owzgaa8-XnZd5t0HjoQzzA,Bunker Dance Center,18,9:0-17:0,-115.2664296,36.2640512
uglkV5aFOFrKy5WxoedGJA,The Burlesque Hall of Fame,35,11:0-19:0,-115.1396775,36.1689485
nW3Cq-PPmDLMMlDaeXLDqA,Wolf Theater,26,15:0-21:0,-115.1587779,36.1319703
CMN3KmB5SEfONN00s2nEeQ,Cirque du Soleil - Criss Angel Believe,28,12:0-22:0,-115.175818,36.09558
Oc853wEANeKB1ulOrwNtPg,Sergio Daae,44,0:0-23:0,-115.1738726,36.1097544
8gFp8ybUSChA5gy53GHEbw,Babaloons & Toons Singing Telegrams,19,9:0-18:0,-115.1711298,36.128561
o597EK6uvR5RuPMZEwYCUg,JABBAWOCKEEZ,72,10:0-22:0,-115.1697555,36.1029162
4zD8uwQd1RCbpN1l0fJ64A,Stripper 101,47,9:0-22:0,-115.168838183,36.110703372
bPfvv7TvMLxxA3__VomsxQ,Saddle N Spurs Saloon,30,0:0-23:0,-115.2232141,36.2023801
psWFACt7KyMbo5mYx4qMCA,Charleston Heights Arts Center,15,9:0-18:0,-115.210964,36.162306
eGds23U24IJ2Ww_feC5RIg,Dirk Arthur's Wild Magic,39,16:0-17:30,-115.1523363,36.1364308
68O4uYCd0YToLOLqHTBSZQ,Jeff Civillico: Comedy In Action,71,17:30-18:30,-115.172274113,36.1183682564
6HVSHPfhO5RUX4oi6YbKuA,Matsuri,49,16:0-17:30,-115.171051025,36.1278924523
COeoqrKejlMnwgyAzTVzKw,Country Superstars,20,17:0-18:30,-115.167874,36.0993459
_i7EEGvv27S_JfYE8VFl6g,Skin City Body Painting,35,12:0-18:0,-115.1611302,36.1505377
grA7IS-bMv9wYBoCOEa7GQ,Summerlin Library & Performing Arts Center,43,10:0-18:0,-115.302258,36.197188
4ZZUy_puHjqkv5Z9OO9qKA,Zen Magic,9,16:0-17:30,-115.146372,36.124423
B32Ghxep_UhiscserSXMSA,Zarkana by Cirque du Soleil,63,10:0-22:0,-115.178174973,36.1071266589
7SJoMX5ti-VoEsEW6mJLRA,The Smith Center,70,10:0-19:30,-115.150743625,36.1694552535
uSxWwjS7wbK2XeVwlgSqdw,Combat Zone Paintball & the Zombie Apocalypse Experience,58,9:0-17:0,-115.1760676,35.952828
Nm1pBGkT5euNOn29JHwXrQ,The Lion King,66,10:0-22:0,-115.1778316,36.0930659
WPCgtEG-bJt0cZtnM-x7yw,Recycled Percussion,64,10:0-22:30,-115.1714113,36.1107901
BH9z7IJ4zydAqgwsbqoVZQ,Cirque du Soleil - O,89,10:0-22:0,-115.17726,36.114062
TX6BBY9rXOrNlHZdGmbrIQ,Beatleshow Orchestra,48,9:0-22:0,-115.172564963,36.1107453623
zPJiU9lAcNFM063AUK86NQ,Popovich Comedy Pet Theater,39,16:0-17:30,-115.172507445,36.1107640452
sQih__LH86FiUZw5WYBzxQ,The Bronx Wanderers,33,17:30-19:30,-115.171438923,36.1141600856
DXlDzOcpdUE_F21tok0fgw,KA by Cirque Du Soleil,82,10:0-22:0,-115.170196649,36.1032760672
NW366Ota9w52nYofW99u1g,United Artists Showcase Theatre 8,28,11:0-23:0,-115.1724856,36.1044767
DnV2o694nhnjuRmyR39l3Q,Cirque du Soleil - Michael Jackson One,83,10:0-22:30,-115.1730561,36.0919655
_73kJo3Yg6jGoXRkEYTIJg,Trapeze Las Vegas,60,10:0-19:0,-115.1664298,36.0698799
MuaUtNrlJwJwZ8EGpBf6Tg,Nieve Malandra,30,0:0-23:0,-115.257890304,36.1813908944
km4HVpSg68_LSgzm1JwNwg,The Phat Pack,28,16:30-18:0,-115.172904412,36.1143003477
mz9ltimeAIy2c2qf5ctljw,Cirque du Soleil - The Beatles LOVE,93,10:0-22:0,-115.174956322,36.1213235673
bYw7mT1e3frkxG0nd2_mjg,Lucky Cheng's Restaurant,23,17:0-20:0,-115.1722365,36.1107323
3wQy58Fdg_xrgul2FOw0_A,The Mentalist,52,9:0-22:0,-115.172636191,36.110833386
izl2fi4Ya2W3GqpQ928oSQ,Nathan Burton Comedy Magic,58,16:0-17:0,-115.1722365,36.1107323
ZqLPwzbrGjOnwescG6ltEQ,Steve Wyrick: Real Magic,31,10:0-23:0,-115.1727107,36.1094088
Euarvo7ZLzpuTOFXOx70Qw,Squeezebox Hero,30,8:0-23:0,-115.07,36.1
FlLkjcSzfqmQBK6iEHRtTg,The Venetian,11,0:0-23:0,-115.169934999,36.1214762806
KmuLLSyZJdNoarwcIERHcw,Cirque du Soleil - Mystère,75,10:0-22:0,-115.170284,36.12433
MEuuTWrj1bFC5HGurjkVqg,Spy Escape & Evasion,22,17:0-18:30,-115.1563056,36.1476947
Kp4i7on7rxFRkWceKfL2Ig,Paranormal - Mind Reading Magic Show,82,16:0-17:0,-115.1709748,36.1142769
qRIiJcap2VrRqckBB5bDyg,Tribute Royalty,28,16:0-17:30,-115.17160563,36.1106136084
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,54,11:0-23:0,-115.1721069,36.1065513
N98tlF53bqiWZ72INWaFyg,Saxe Theater,28,9:0-22:0,-115.172593275,36.1107640452
kMLbk84aClc4qwSnuuuFzw,V Theater,42,9:0-22:0,-115.168883801,36.1105591138
RzEpt3Ts0TB6q_7ix4v7cg,Criss Angel Mindfreak LIVE!,60,12:0-22:0,-115.1758039,36.0954628
AaugT98lvRdCvNMpwOPv1A,Hitzville The Show - Motown Revue,47,17:30-19:30,-115.172638893,36.1107671365
-20PsGUoi0cK3hKwtFoh2w,Graceland Presents Elvis: The Exhibition-The Show-The Experience,15,10:0-22:0,-115.1514119,36.1362847
diJLOTB7YfItRLcEr55MoQ,Alibi Las Vegas,51,0:0-23:0,-115.172170497,36.108133432
wmSpZnWRgaH1Zk8sfnRqHA,The Rock Center For Dance,22,9:0-17:0,-115.1458962,36.0135265
XI5qSLv5VXwFW_cuKH1xEA,Booty Ring Toss Bachelor Parties,35,0:0-23:0,-115.1711298,36.128561
sk0stgY4NDJYOX1MbNJ3Pg,T-Mobile Arena,43,0:0-23:0,-115.178207717,36.1028149787
nY6X0GcgjYAx1UV7TdOTaA,Dugger Music Services,33,8:0-22:0,-115.224292181,36.3655189484
Kt5Ygh1yJkDqYlaP7ZSHJQ,Matt Hennager's Guitar Lessons,19,9:0-21:0,-115.128936,36.1447069
lJtdjZBK_j0G_RsdQci63A,Art of Music,7,10:0-23:0,-115.175235287,36.0931138859
fblNi96kc_X37ESAguwPww,Orleans Showroom,32,12:0-20:0,-115.2015974,36.1045348
-5x1wc0KdABF2kfnqw-ZxA,Xelement Music & Dance,19,8:30-21:0,-115.3007591,36.1455404
J3FUxMAHfCl-WFo86u5DqA,Blue Man Group,66,9:0-23:0,-115.175807573,36.0966823101
oVrvzUJczq0e2JzVxSTyag,Cirque du Soleil - Zumanity,79,10:0-22:30,-115.174841601,36.1028937149
hqOsV1nimZwMnu5dj7op5Q,Laughternoon,24,16:0-17:0,-115.1430844,36.1693903
wFa5bQpsjwz4x3UaK1y3-Q,Sophia in Sapphire,36,12:0-22:0,-115.2089904,36.1287798
X9UCpBAJs7NRCXSNZCnvpQ,School of Rock Las Vegas West,40,9:0-18:0,-115.294338,36.116112
x6Jtzp2kK7g94f4iR0CIQw,Ensemble Arts Academy,28,9:0-17:0,-115.255055,36.27444
lXei5FmhVz-BHYU_RWMEqA,A Perfect Wedding Dance,36,10:0-17:0,-115.260783932,36.1429519693
5FlgzvUxpOMozhgblpNvpQ,Livinh Entertainment,39,9:0-17:0,-115.1236952,36.1697096
1fK0bh0dI_Pz6-I8jorHQw,Mystery Adventures,47,10:0-22:0,-115.139501,36.144583
iYYu4breDYw2PddmmHyUoQ,Pawn Shop Live!,8,16:30-17:30,-115.144384839,36.1716526552
-Ud5PK1dNQUMf2wfFeMdSw,EZ Travel Las Vegas,5,10:0-17:30,-115.1676859,36.0967523
