business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
4uqPzrv4QcRydUPHV_168Q,Acepool,15,0:0-23:0,-115.2244853,36.2030945
twX6mYg7TT1ImLUJflt5Tg,Spa Aquae,36,8:0-19:0,-115.2917528,36.175747
aR1UZduaLR7g_ZHCuxKIvw,The Mirage Pool,42,8:0-18:0,-115.176277161,36.1204223633
flvHqBtyXSB-FP3eNJdkGg,Freeman's Carpet Care Tile & Grout,19,6:30-16:30,-115.2304131,36.2576752
XwqDAyiPGnQFuCWUsokSfg,Pool & Lounge Vdara,30,8:0-19:0,-115.1784884,36.1092406
_DJBhr6VzrEy1gwYYyYQvg,CleanWorld Pools,15,8:0-18:0,-115.1908263,36.1316401
uz9waRQ_LAxVi2RDtUdp5Q,Delano Beach Club,28,8:0-19:0,-115.177689,36.0899555
X-WXPGYuuknAjZkpYGeRiw,Alexis Park Resort,41,0:0-23:0,-115.1571,36.10802
MTySM0XJ-A8hdmUF-8W1Qw,Pavilion Center Pool,23,5:0-20:0,-115.3335031,36.1744069
X0yapSsmF2QliosXOTigTw,Steve Breck Pools,32,8:0-17:0,-115.2786635,36.1311942
SYGHmPLXemsa1peWjtJH4A,Freezing Lakes Pool Service,11,7:0-18:0,-115.14,36.18
2gfnl6GnCQhOnUsE5tNHdQ,Leslie's Pool Supplies Pro,7,7:0-18:0,-115.2414561,36.1140913
5X6-0WV6HIHWD38UXniunA,Blue Haven Pools & Spas,22,8:0-17:0,-115.2433744,36.1580416
Dku8mlzfzljUE1V067RgMA,BYOP of Nevada,24,7:0-17:0,-115.304693,36.221263
nmpPmJpNJHnG3b-x4KNTEw,California Pools - Las Vegas,37,8:0-17:0,-115.09,35.99
hTlGupLQ3pZMo3q0IwDrDw,Guardian Pools,15,8:0-19:0,-115.252123,36.221002
ebTpWT5etXE46CAwi-FVZg,Royalty Pools,24,7:0-19:0,-115.1829873,36.1462673
v4k1YDx5ZO-EsW7ofnTc9w,Heritage Pool Plastering,8,8:0-16:0,-115.187141,36.094056
f9eTNtFBznDCXA3-3xpBIg,Ben's Pool Service,27,7:0-17:0,-115.3142208,36.1016026
UJ3J2vIJOrxQ9q7M06Wm4Q,Mandalay Bay Beach,53,8:0-20:0,-115.1727807,36.0908025
v_eEKWfbJ6g8IgN71FVDRQ,Water Wings Swim School,40,8:30-20:0,-115.2975136,36.0980074
FtexOfH0spZrWcfj0LATiA,Green O' Aces Pools & Landscape,19,7:0-16:0,-115.2659777,36.1683449
nCjQHtHnGvS81kcEr70eZg,Infinity Solar Pool Heating,29,7:0-16:0,-115.2076055,36.1840556
