business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
4uqPzrv4QcRydUPHV_168Q,Acepool,15,0:0-23:0,-115.2244853,36.2030945
twX6mYg7TT1ImLUJflt5Tg,Spa Aquae,36,8:0-19:0,-115.2917528,36.175747
aR1UZduaLR7g_ZHCuxKIvw,The Mirage Pool,42,8:0-18:0,-115.176277161,36.1204223633
flvHqBtyXSB-FP3eNJdkGg,Freeman's Carpet Care Tile & Grout,19,7:0-18:0,-115.2304131,36.2576752
XwqDAyiPGnQFuCWUsokSfg,Pool & Lounge Vdara,30,8:0-19:0,-115.1784884,36.1092406
uz9waRQ_LAxVi2RDtUdp5Q,Delano Beach Club,28,8:0-19:0,-115.177689,36.0899555
X-WXPGYuuknAjZkpYGeRiw,Alexis Park Resort,41,0:0-23:0,-115.1571,36.10802
f9eTNtFBznDCXA3-3xpBIg,Ben's Pool Service,27,7:0-17:0,-115.3142208,36.1016026
UJ3J2vIJOrxQ9q7M06Wm4Q,Mandalay Bay Beach,53,8:0-20:0,-115.1727807,36.0908025
v_eEKWfbJ6g8IgN71FVDRQ,Water Wings Swim School,40,8:30-16:0,-115.2975136,36.0980074
