business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
owzgaa8-XnZd5t0HjoQzzA,Bunker Dance Center,18,10:0-19:0,-115.2664296,36.2640512
LUWyLLDwjEr4UFDPiS3bEg,Studio One's - Southwest Dance Academy,30,10:0-21:0,-115.241780877,36.0786557744
Oc853wEANeKB1ulOrwNtPg,Sergio Daae,44,0:0-23:0,-115.1738726,36.1097544
8gFp8ybUSChA5gy53GHEbw,Babaloons & Toons Singing Telegrams,19,9:0-18:0,-115.1711298,36.128561
v4nuyDiyzv2Tf81YrcrflQ,L' Oracle Las Vegas,28,11:0-21:0,-115.245668533,36.0573181714
o597EK6uvR5RuPMZEwYCUg,JABBAWOCKEEZ,72,10:0-22:0,-115.1697555,36.1029162
4zD8uwQd1RCbpN1l0fJ64A,Stripper 101,47,9:0-22:0,-115.168838183,36.110703372
bPfvv7TvMLxxA3__VomsxQ,Saddle N Spurs Saloon,30,0:0-23:0,-115.2232141,36.2023801
ydSodzGoELv6Uj9h-lP8nA,Amazed,4,14:30-16:0,-115.146372,36.124423
grA7IS-bMv9wYBoCOEa7GQ,Summerlin Library & Performing Arts Center,43,10:0-20:0,-115.302258,36.197188
B32Ghxep_UhiscserSXMSA,Zarkana by Cirque du Soleil,63,10:0-18:0,-115.178174973,36.1071266589
7SJoMX5ti-VoEsEW6mJLRA,The Smith Center,70,10:0-19:30,-115.150743625,36.1694552535
Nm1pBGkT5euNOn29JHwXrQ,The Lion King,66,10:0-22:0,-115.1778316,36.0930659
eSaG2RWnxp7UuLGuUGqSSQ,Vitaly Scherbo School of Gymnastics,29,10:0-19:0,-115.2275602,36.2184211
WPCgtEG-bJt0cZtnM-x7yw,Recycled Percussion,64,10:0-22:30,-115.1714113,36.1107901
8mIrX_LrOnAqWsB5JrOojQ,Pinball Hall Of Fame,86,11:0-23:0,-115.130511,36.1014493
BH9z7IJ4zydAqgwsbqoVZQ,Cirque du Soleil - O,89,10:0-18:0,-115.17726,36.114062
TX6BBY9rXOrNlHZdGmbrIQ,Beatleshow Orchestra,48,9:0-22:0,-115.172564963,36.1107453623
1NYWxeTAtUh5rEB9xI1u6A,Music With Monique,20,9:0-20:0,-115.3667218,36.1710616
9PliBKLrTGttISgMwD5NDw,Step By Step Dance Studios,15,13:0-22:0,-115.127262,36.1000159
DXlDzOcpdUE_F21tok0fgw,KA by Cirque Du Soleil,82,10:0-22:0,-115.170196649,36.1032760672
NW366Ota9w52nYofW99u1g,United Artists Showcase Theatre 8,28,11:0-23:0,-115.1724856,36.1044767
DnV2o694nhnjuRmyR39l3Q,Cirque du Soleil - Michael Jackson One,83,10:0-22:30,-115.1730561,36.0919655
GAEaGU-wR_51-0FbTdRNlA,A Note Above the Rest,15,11:0-19:0,-115.2082377,36.2188877
mvZPTWWkvKNNnlcR4hySCw,Soulfire Dance Studio,21,13:0-20:0,-115.2806126,36.1988349
_73kJo3Yg6jGoXRkEYTIJg,Trapeze Las Vegas,60,9:0-22:0,-115.1664298,36.0698799
MuaUtNrlJwJwZ8EGpBf6Tg,Nieve Malandra,30,0:0-23:0,-115.257890304,36.1813908944
mz9ltimeAIy2c2qf5ctljw,Cirque du Soleil - The Beatles LOVE,93,10:0-22:0,-115.174956322,36.1213235673
3wQy58Fdg_xrgul2FOw0_A,The Mentalist,52,9:0-22:0,-115.172636191,36.110833386
ZqLPwzbrGjOnwescG6ltEQ,Steve Wyrick: Real Magic,31,10:0-23:0,-115.1727107,36.1094088
Euarvo7ZLzpuTOFXOx70Qw,Squeezebox Hero,30,8:0-23:0,-115.07,36.1
FlLkjcSzfqmQBK6iEHRtTg,The Venetian,11,0:0-23:0,-115.169934999,36.1214762806
KmuLLSyZJdNoarwcIERHcw,Cirque du Soleil - Mystère,75,10:0-22:0,-115.170284,36.12433
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,54,11:0-22:0,-115.1721069,36.1065513
N98tlF53bqiWZ72INWaFyg,Saxe Theater,28,9:0-22:0,-115.172593275,36.1107640452
kMLbk84aClc4qwSnuuuFzw,V Theater,42,9:0-22:0,-115.168883801,36.1105591138
-20PsGUoi0cK3hKwtFoh2w,Graceland Presents Elvis: The Exhibition-The Show-The Experience,15,10:0-22:0,-115.1514119,36.1362847
diJLOTB7YfItRLcEr55MoQ,Alibi Las Vegas,51,0:0-23:0,-115.172170497,36.108133432
wmSpZnWRgaH1Zk8sfnRqHA,The Rock Center For Dance,22,10:0-22:0,-115.1458962,36.0135265
XI5qSLv5VXwFW_cuKH1xEA,Booty Ring Toss Bachelor Parties,35,0:0-23:0,-115.1711298,36.128561
u-67zd1ImTv3EEr5kIdWrA,House of Blues Restaurant & Bar,64,7:0-23:0,-115.175868273,36.0928664972
sk0stgY4NDJYOX1MbNJ3Pg,T-Mobile Arena,43,0:0-23:0,-115.178207717,36.1028149787
nY6X0GcgjYAx1UV7TdOTaA,Dugger Music Services,33,8:0-22:0,-115.224292181,36.3655189484
KDjtU27TN6vb8bPoEp2syg,Las Vegas European Bartender School,19,9:0-17:0,-115.1224664,36.1019314
Kt5Ygh1yJkDqYlaP7ZSHJQ,Matt Hennager's Guitar Lessons,19,9:0-21:0,-115.128936,36.1447069
17UkAXwrC8aNOAZMrMq7Cw,VZ Dance Studios,17,9:0-21:0,-115.2502366,36.1436087
lJtdjZBK_j0G_RsdQci63A,Art of Music,7,10:0-23:0,-115.175235287,36.0931138859
fblNi96kc_X37ESAguwPww,Orleans Showroom,32,12:0-20:0,-115.2015974,36.1045348
-5x1wc0KdABF2kfnqw-ZxA,Xelement Music & Dance,19,8:30-21:0,-115.3007591,36.1455404
J3FUxMAHfCl-WFo86u5DqA,Blue Man Group,66,9:0-23:0,-115.175807573,36.0966823101
oVrvzUJczq0e2JzVxSTyag,Cirque du Soleil - Zumanity,79,10:0-18:0,-115.174841601,36.1028937149
Shbayhg-r15fZEPdFeWlNg,Arthur Murray Dance Studio Las Vegas East,33,13:0-22:0,-115.1364041,36.106605
RcBw2MkTq9M6ViFOviMLfQ,Paul Vigil Magic & Mentalism,35,10:0-22:0,-115.1768382,36.1206015
5Yc1owD5Unq7Ko8H-ZAdYg,Zombie Burlesque,72,9:0-22:30,-115.170408626,36.1108461916
ATi_nyof_4WGpmtHoc53dQ,DanceCenter Ballroom & Latin Dance Studio,20,12:0-21:0,-115.0948216,36.0716286
Jgkabchcz1wa110z5QRREw,Fern Adair Conservatory of the Arts,28,9:0-21:0,-115.1040536,36.0783726
fpEB3ImOiSjO94GmGu5x8g,Berns Music School,10,14:30-20:0,-115.1190599,36.0944983
9KO6FrQIImrtcZ1s8yqn6A,Infinity Art Studios,15,9:0-19:0,-115.3045343,36.1008897
zlAALusttyFUDhGVvPaN7w,Dance Charisma,18,13:0-21:0,-115.2241009,36.1230052
wFa5bQpsjwz4x3UaK1y3-Q,Sophia in Sapphire,36,12:0-22:0,-115.2089904,36.1287798
X9UCpBAJs7NRCXSNZCnvpQ,School of Rock Las Vegas West,40,14:0-20:0,-115.294338,36.116112
gCueUS9rBzmLQqdVNU3iZg,Studio One's - Summerlin Dance Academy,24,10:0-20:0,-115.2627989,36.1573862
lXei5FmhVz-BHYU_RWMEqA,A Perfect Wedding Dance,36,9:0-21:0,-115.260783932,36.1429519693
5FlgzvUxpOMozhgblpNvpQ,Livinh Entertainment,39,9:0-17:0,-115.1236952,36.1697096
1fK0bh0dI_Pz6-I8jorHQw,Mystery Adventures,47,10:0-22:0,-115.139501,36.144583
XbdLjQ2RK_htqs4ST1F_BQ,Neon Venus Art Theatre,10,9:0-23:30,-115.1514363,36.1544422
g_-ppoYkEYy6__nHbbeb5Q,Jennifer Sasso's School of Dance & Gymnastics,15,9:0-19:30,-115.2469217,36.1945861
