business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
5iSmZO0SrKU6EoXK_1M8Kw,Monte Carlo Hotel And Casino,63,0:0-23:0,-115.1752326,36.1051256
w3af8puc-1LGgbSYVlAwJg,The Cosmopolitan Race & Sports Book,22,8:30-22:0,-115.1754157,36.1099345
y_3IkHGoSkZlAqdkrMG-1w,Mardi Gras Hotel & Casino,29,0:0-23:0,-115.153687,36.125652
yhgUyctWczUN13MinNgZ3w,Westgate Las Vegas Resort & Casino,37,0:0-23:0,-115.151544344,36.1361402126
ayOJSIl-P16HZAQBcQfUyQ,The California Hotel & Casino,56,0:0-23:0,-115.144837,36.173216
GGoQdKo8QgKfTW23hf4Tuw,MGM Grand Poker Room,39,0:0-23:0,-115.169351287,36.1024374054
fWetLvfQXqpZcBQLHldUhA,The D,54,0:0-23:0,-115.143236,36.169101
y9ukbhhyYC2qrPSS9eWh5Q,The Cromwell Las Vegas Resort & Casino,56,0:0-23:0,-115.1718308,36.1150489
ORmMxiJnz9sMnHLFTZtitw,Mandalay Bay Sports Book,33,11:0-22:0,-115.177625242,36.092848422
LEASX4wn1U1TAmwQfsDtIw,Slots A Fun,39,0:0-23:0,-115.163090196,36.1367386883
SMPbvZLSMMb7KU76YNYMGg,ARIA Resort & Casino,79,0:0-23:0,-115.17704,36.107621
om9EXJjK3UbBFhWWhCNr3g,Fulton Street Food Hall,45,0:0-23:0,-115.1711298,36.128561
yt1HMXF-dUfUEZQQtv16Ew,Nobu Hotel at Caesars Palace,49,0:0-23:0,-115.175495425,36.1168506338
cJbihpmefzTASQV4XZR9lQ,ARIA Race & Sports Book,25,0:0-23:0,-115.177275386,36.1073700339
0Yeb_P24sj6MwG2qmuehkA,Till's Bar,45,16:0-23:0,-115.161028004,36.1299495427
DxgSVufr_6y_Rc63CC17Zg,The Forum Shops at Caesars,70,10:0-23:0,-115.176125679,36.1190010006
1Y58X4-dNJMHmGIJbTzsrg,Palms Race & Sports Book,24,8:30-22:0,-115.196009526,36.1147348573
eEnNw3_hBvxcFHyr23kAuA,Hard Rock Hotel & Casino,62,0:0-23:0,-115.1466648,36.0971945
