business_id,business_name,weighted_rating,hours_of_today,longitude,latitude
o89qP2StDJBw1wxEpX5LgA,Kaizad's Smoke Shop & Hookah Lounge,17,9:0-19:0,-115.296366,36.1014779
--o5BoU7qYMALeVDK6mwVg,Nightlife Tours,11,0:0-23:0,-115.131625,36.101643
ZU3ZU_wGF2S4CKavMEtI_w,Inspire,36,9:0-19:0,-115.140376277,36.1690188918
SABdk4ecGc--vHyiTfZLYA,Supreme Club Tours,25,8:0-20:0,-115.206186,36.112282
1pWGpIdWU7eIe_9l8mW3fA,24/7 Vegas VIP,19,0:0-23:0,-115.1906853,36.0811229
HCy67mv3yK8BXlrTwcdKSg,Showroom at South Point,34,18:0-22:0,-115.1759932,36.0116611
uz9waRQ_LAxVi2RDtUdp5Q,Delano Beach Club,28,8:0-19:0,-115.177689,36.0899555
rrUAvccm8C_gI4nJZlv0DA,mi5t-entertainment,44,8:0-20:0,-115.185323974,36.1050836
6UI3dCIY6eM1eBOsnEVBuw,The Perq,36,6:0-21:0,-115.1578748,36.1427564
Ka00H3EHLLiPNpMj1V4Hcw,The LINQ Promenade,60,0:0-23:0,-115.1725759,36.1177747
HFAFnAC8lEWjz9xm1wrz6A,Vegas Club Hop,15,0:0-23:0,-115.1726275,36.1378924
mVvowu490-zJZFGfkQINgA,Vegas Rockstar VIP,19,0:0-23:0,-115.1476669,36.161526
A7Hb0SEYZH-n70SS4DKJJA,Surrealnightlife,53,8:0-23:0,-115.1711298,36.128561
shJPvAZ1pdUVm9DORQ6g3g,Hot Shot Vegas,62,0:0-23:0,-115.167846036,36.0208488791
IjZSfet3EMiQhhvA7TMacg,Rhythmic Souls Dance Studio,19,15:0-22:0,-115.2241009,36.1230052
O_6zhr9_r49cgw1r5nJIwA,Turnt Up Tours,62,9:0-19:0,-115.1818232,36.0761992
D14ZN6S6JNm5Umuw1ChG8A,Fred Astaire Dance Studio,44,13:0-22:0,-115.296134777,36.1138947485
Fib1pHk5oeh_9iwObSNgEQ,Galavantier,47,10:0-20:0,-115.1821667,36.0506184
hpnFcRFzs3kg-qM1tPEg3g,Sapphire Gentlemen's Club,42,0:0-23:0,-115.1716041,36.1347435
kICgNgVRkIh4doz0atyMMA,Hakkasan Restaurant,63,17:0-23:0,-115.172596,36.101813
-MwAxDEDeWxN2Mj9U0Rzww,VIP Unlimited,28,11:0-19:0,-115.172501,36.1100668
WUq8HJHIZU4uteB154XN7w,Marquee,74,11:0-19:30,-115.174223,36.109453
j-G4URmQla2Jkc7DsfxDuA,V Card: The Vegas Nightlife Pass,29,9:0-22:0,-115.168838183,36.1107207072
VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,70,17:0-23:0,-115.169068691,36.1244339501
SOSlrLM6wmjRvtd8d79PrA,Vegas Guy VIP Concierge Service,51,0:0-23:0,-115.2440943,36.0458007
67OIG-1s4IAXb-YXNk6ZJg,Charlie's Las Vegas,32,0:0-23:0,-115.1986069,36.0985813
-nKIDHXa5H23rq8d6KGT_Q,Rumjungle,51,17:0-22:0,-115.1766701,36.090754
5t9kTG9DakuamJgY65HA7w,La Casona Bar & Grill,25,10:0-22:0,-115.1140608,36.1153932
RiHdI0lxKCKSyFVT7CVtsw,Embassy Nightclub,35,0:0-23:0,-115.188356267,36.1275096504
uhaa1ooIlpVdDQTbzx4rxg,SHEETS,45,10:30-23:0,-115.19305,36.083996
PWFB8WyJGaFBWfcrwcn9Lw,Premier Club Tours,30,9:0-19:0,-115.1725728,36.1043642
fRng3J1TX_x2ATY-_-8c-g,Team Kaizen,24,10:0-19:0,-115.2783493,36.0565983
WLRregbgtb3t1gCtInNIhw,Sin City Parties,46,8:0-21:0,-115.1926929,36.0968783
